threshold	rice_sn	rice_sp	rice_f1	ath_sn	ath_sp	ath_f1	min_sn	min_sp	mean_sp	mean_sn	mean_f1
0.0	1.0	0.0	0.5095541401273885	1.0	0.0	0.39408866995073893	1.0	0.0	0.0	1.0	0.45182140503906376
0.02955549895799129	1.0	0.0	0.5095541401273885	1.0	0.0	0.39408866995073893	1.0	0.0	0.0	1.0	0.45182140503906376
0.029555498957991293	1.0	0.0	0.5095541401273885	1.0	0.008130081300813009	0.39603960396039606	1.0	0.0	0.0040650406504065045	1.0	0.4527968720438923
0.035304467121936245	1.0	0.0	0.5095541401273885	1.0	0.008130081300813009	0.39603960396039606	1.0	0.0	0.0040650406504065045	1.0	0.4527968720438923
0.03530446712193625	1.0	0.012987012987012988	0.5128205128205128	1.0	0.008130081300813009	0.39603960396039606	1.0	0.008130081300813009	0.010558547143912998	1.0	0.4544300583904544
0.04115656599615381	1.0	0.012987012987012988	0.5128205128205128	1.0	0.008130081300813009	0.39603960396039606	1.0	0.008130081300813009	0.010558547143912998	1.0	0.4544300583904544
0.04115656599615382	1.0	0.025974025974025976	0.5161290322580645	1.0	0.008130081300813009	0.39603960396039606	1.0	0.008130081300813009	0.017052053637419493	1.0	0.4560843181092303
0.05842531276462003	1.0	0.025974025974025976	0.5161290322580645	1.0	0.008130081300813009	0.39603960396039606	1.0	0.008130081300813009	0.017052053637419493	1.0	0.4560843181092303
0.058425312764620034	1.0	0.025974025974025976	0.5161290322580645	1.0	0.016260162601626018	0.39800995024875624	1.0	0.016260162601626018	0.021117094287825995	1.0	0.45706949125341034
0.06573537069592701	1.0	0.025974025974025976	0.5161290322580645	1.0	0.016260162601626018	0.39800995024875624	1.0	0.016260162601626018	0.021117094287825995	1.0	0.45706949125341034
0.06573537069592703	1.0	0.025974025974025976	0.5161290322580645	1.0	0.024390243902439025	0.4	1.0	0.024390243902439025	0.0251821349382325	1.0	0.45806451612903226
0.06771147850975422	1.0	0.025974025974025976	0.5161290322580645	1.0	0.024390243902439025	0.4	1.0	0.024390243902439025	0.0251821349382325	1.0	0.45806451612903226
0.06771147850975423	1.0	0.03896103896103896	0.5194805194805194	1.0	0.024390243902439025	0.4	1.0	0.024390243902439025	0.031675641431738996	1.0	0.4597402597402597
0.07287040513933943	1.0	0.03896103896103896	0.5194805194805194	1.0	0.024390243902439025	0.4	1.0	0.024390243902439025	0.031675641431738996	1.0	0.4597402597402597
0.07287040513933944	1.0	0.03896103896103896	0.5194805194805194	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.035740682082145495	1.0	0.46074528486588784
0.07707948183054214	1.0	0.03896103896103896	0.5194805194805194	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.035740682082145495	1.0	0.46074528486588784
0.07707948183054215	1.0	0.05194805194805195	0.5228758169934641	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.04223418857565199	1.0	0.4624429336223602
0.07873144130323528	1.0	0.05194805194805195	0.5228758169934641	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.04223418857565199	1.0	0.4624429336223602
0.0787314413032353	1.0	0.06493506493506493	0.5263157894736842	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.048727695069158486	1.0	0.46416291986247027
0.08318957829511912	1.0	0.06493506493506493	0.5263157894736842	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.048727695069158486	1.0	0.46416291986247027
0.08318957829511914	1.0	0.07792207792207792	0.5298013245033113	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.05522120156266498	1.0	0.4659056873772838
0.08746242000767242	1.0	0.07792207792207792	0.5298013245033113	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.05522120156266498	1.0	0.4659056873772838
0.08746242000767243	1.0	0.07792207792207792	0.5298013245033113	1.0	0.04065040650406504	0.40404040404040403	1.0	0.04065040650406504	0.05928624221307148	1.0	0.46692086427185764
0.08788965944486081	1.0	0.07792207792207792	0.5298013245033113	1.0	0.04065040650406504	0.40404040404040403	1.0	0.04065040650406504	0.05928624221307148	1.0	0.46692086427185764
0.08788965944486082	1.0	0.07792207792207792	0.5298013245033113	1.0	0.04878048780487805	0.40609137055837563	1.0	0.04878048780487805	0.06335128286347799	1.0	0.46794634753084347
0.08789190812756612	1.0	0.07792207792207792	0.5298013245033113	1.0	0.04878048780487805	0.40609137055837563	1.0	0.04878048780487805	0.06335128286347799	1.0	0.46794634753084347
0.08789190812756613	1.0	0.07792207792207792	0.5298013245033113	1.0	0.056910569105691054	0.40816326530612246	1.0	0.056910569105691054	0.06741632351388449	1.0	0.4689822949047169
0.09627193834984607	1.0	0.07792207792207792	0.5298013245033113	1.0	0.056910569105691054	0.40816326530612246	1.0	0.056910569105691054	0.06741632351388449	1.0	0.4689822949047169
0.09627193834984608	1.0	0.07792207792207792	0.5298013245033113	1.0	0.06504065040650407	0.41025641025641024	1.0	0.06504065040650407	0.07148136416429099	1.0	0.47002886737986077
