threshold	rice_sn	rice_sp	rice_f1	ath_sn	ath_sp	ath_f1	min_sn	min_sp	mean_sp	mean_sn	mean_f1
0.0	1.0	0.0	0.5095541401273885	1.0	0.0	0.39408866995073893	1.0	0.0	0.0	1.0	0.45182140503906376
0.006922481115907431	1.0	0.0	0.5095541401273885	1.0	0.0	0.39408866995073893	1.0	0.0	0.0	1.0	0.45182140503906376
0.006922481581568718	1.0	0.0	0.5095541401273885	1.0	0.008130081300813009	0.39603960396039606	1.0	0.0	0.0040650406504065045	1.0	0.4527968720438923
0.007690763566643	1.0	0.0	0.5095541401273885	1.0	0.008130081300813009	0.39603960396039606	1.0	0.0	0.0040650406504065045	1.0	0.4527968720438923
0.007690764032304287	1.0	0.012987012987012988	0.5128205128205128	1.0	0.008130081300813009	0.39603960396039606	1.0	0.008130081300813009	0.010558547143912998	1.0	0.4544300583904544
0.008760335855185986	1.0	0.012987012987012988	0.5128205128205128	1.0	0.008130081300813009	0.39603960396039606	1.0	0.008130081300813009	0.010558547143912998	1.0	0.4544300583904544
0.00876033678650856	1.0	0.012987012987012988	0.5128205128205128	1.0	0.016260162601626018	0.39800995024875624	1.0	0.012987012987012988	0.014623587794319503	1.0	0.4554152315346345
0.014821064658463001	1.0	0.012987012987012988	0.5128205128205128	1.0	0.016260162601626018	0.39800995024875624	1.0	0.012987012987012988	0.014623587794319503	1.0	0.4554152315346345
0.014821065589785576	1.0	0.025974025974025976	0.5161290322580645	1.0	0.016260162601626018	0.39800995024875624	1.0	0.016260162601626018	0.021117094287825995	1.0	0.45706949125341034
0.015471450984477997	1.0	0.025974025974025976	0.5161290322580645	1.0	0.016260162601626018	0.39800995024875624	1.0	0.016260162601626018	0.021117094287825995	1.0	0.45706949125341034
0.015471451915800571	1.0	0.025974025974025976	0.5161290322580645	1.0	0.024390243902439025	0.4	1.0	0.024390243902439025	0.0251821349382325	1.0	0.45806451612903226
0.016140993684530258	1.0	0.025974025974025976	0.5161290322580645	1.0	0.024390243902439025	0.4	1.0	0.024390243902439025	0.0251821349382325	1.0	0.45806451612903226
0.016140995547175407	1.0	0.025974025974025976	0.5161290322580645	1.0	0.032520325203252036	0.4020100502512563	1.0	0.025974025974025976	0.029247175588639006	1.0	0.4590695412546604
0.016293710097670555	1.0	0.025974025974025976	0.5161290322580645	1.0	0.032520325203252036	0.4020100502512563	1.0	0.025974025974025976	0.029247175588639006	1.0	0.4590695412546604
0.016293711960315704	1.0	0.03896103896103896	0.5194805194805194	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.035740682082145495	1.0	0.46074528486588784
0.019612789154052734	1.0	0.03896103896103896	0.5194805194805194	1.0	0.032520325203252036	0.4020100502512563	1.0	0.032520325203252036	0.035740682082145495	1.0	0.46074528486588784
0.019612791016697884	1.0	0.03896103896103896	0.5194805194805194	1.0	0.04065040650406504	0.40404040404040403	1.0	0.03896103896103896	0.039805722732552	1.0	0.4617604617604617
0.02036864124238491	1.0	0.03896103896103896	0.5194805194805194	1.0	0.04065040650406504	0.40404040404040403	1.0	0.03896103896103896	0.039805722732552	1.0	0.4617604617604617
0.02036864310503006	1.0	0.03896103896103896	0.5194805194805194	1.0	0.04878048780487805	0.40609137055837563	1.0	0.03896103896103896	0.043870763382958505	1.0	0.46278594501944753
0.02050773613154888	1.0	0.03896103896103896	0.5194805194805194	1.0	0.04878048780487805	0.40609137055837563	1.0	0.03896103896103896	0.043870763382958505	1.0	0.46278594501944753
0.02050773799419403	1.0	0.03896103896103896	0.5194805194805194	1.0	0.056910569105691054	0.40816326530612246	1.0	0.03896103896103896	0.047935804033365004	1.0	0.46382189239332094
0.0205910112708807	1.0	0.03896103896103896	0.5194805194805194	1.0	0.056910569105691054	0.40816326530612246	1.0	0.03896103896103896	0.047935804033365004	1.0	0.46382189239332094
0.02059101313352585	1.0	0.03896103896103896	0.5194805194805194	1.0	0.06504065040650407	0.41025641025641024	1.0	0.03896103896103896	0.052000844683771516	1.0	0.46486846486846484
