threshold	rice_sn	rice_sp	rice_f1	ath_sn	ath_sp	ath_f1	min_sn	min_sp	mean_sp	mean_sn	mean_f1
0.0	1.0	0.0	0.5095541401273885	1.0	0.0	0.39408866995073893	1.0	0.0	0.0	1.0	0.45182140503906376
0.010813813597270284	1.0	0.0	0.5095541401273885	1.0	0.0	0.39408866995073893	1.0	0.0	0.0	1.0	0.45182140503906376
0.010813813597270286	1.0	0.0	0.5095541401273885	1.0	0.008130081300813009	0.39603960396039606	1.0	0.0	0.0040650406504065045	1.0	0.4527968720438923
0.01606018661617191	1.0	0.0	0.5095541401273885	1.0	0.008130081300813009	0.39603960396039606	1.0	0.0	0.0040650406504065045	1.0	0.4527968720438923
0.016060186616171913	1.0	0.012987012987012988	0.5128205128205128	1.0	0.008130081300813009	0.39603960396039606	1.0	0.008130081300813009	0.010558547143912998	1.0	0.4544300583904544
0.01862424103141755	1.0	0.012987012987012988	0.5128205128205128	1.0	0.008130081300813009	0.39603960396039606	1.0	0.008130081300813009	0.010558547143912998	1.0	0.4544300583904544
0.018624241031417552	1.0	0.012987012987012988	0.5128205128205128	1.0	0.016260162601626018	0.39800995024875624	1.0	0.012987012987012988	0.014623587794319503	1.0	0.4554152315346345
0.032929878713411305	1.0	0.012987012987012988	0.5128205128205128	1.0	0.016260162601626018	0.39800995024875624	1.0	0.012987012987012988	0.014623587794319503	1.0	0.4554152315346345
0.03292987871341131	1.0	0.012987012987012988	0.5128205128205128	1.0	0.024390243902439025	0.4	1.0	0.012987012987012988	0.018688628444726005	1.0	0.4564102564102564
0.03848584761111644	1.0	0.012987012987012988	0.5128205128205128	1.0	0.024390243902439025	0.4	1.0	0.012987012987012988	0.018688628444726005	1.0	0.4564102564102564
0.038485847611116446	1.0	0.012987012987012988	0.5128205128205128	1.0	0.032520325203252036	0.4020100502512563	1.0	0.012987012987012988	0.02275366909513251	1.0	0.4574152815358845
0.03862030620918724	1.0	0.012987012987012988	0.5128205128205128	1.0	0.032520325203252036	0.4020100502512563	1.0	0.012987012987012988	0.02275366909513251	1.0	0.4574152815358845
0.038620306209187244	1.0	0.025974025974025976	0.5161290322580645	1.0	0.032520325203252036	0.4020100502512563	1.0	0.025974025974025976	0.029247175588639006	1.0	0.4590695412546604
0.0391889335546286	1.0	0.025974025974025976	0.5161290322580645	1.0	0.032520325203252036	0.4020100502512563	1.0	0.025974025974025976	0.029247175588639006	1.0	0.4590695412546604
0.03918893355462861	1.0	0.025974025974025976	0.5161290322580645	1.0	0.04065040650406504	0.40404040404040403	1.0	0.025974025974025976	0.03331221623904551	1.0	0.46008471814923424
0.03922827408632371	1.0	0.025974025974025976	0.5161290322580645	1.0	0.04065040650406504	0.40404040404040403	1.0	0.025974025974025976	0.03331221623904551	1.0	0.46008471814923424
0.03922827408632372	1.0	0.025974025974025976	0.5161290322580645	1.0	0.04878048780487805	0.40609137055837563	1.0	0.025974025974025976	0.03737725688945201	1.0	0.46111020140822007
0.04249349016603979	1.0	0.025974025974025976	0.5161290322580645	1.0	0.04878048780487805	0.40609137055837563	1.0	0.025974025974025976	0.03737725688945201	1.0	0.46111020140822007
