profile	evaluation_species	split	selected_method	threshold	feature_count	bio_feature_count	auc	auprc	sensitivity	specificity	precision	f1	tp	fp	tn	fn
sequence_plm_go_ppi	rice	validation	meta	0.47712896671136173	6727	71	0.7902597402597402	0.6946187060761422	0.825	0.5324675324675324	0.4782608695652174	0.6055045871559633	33	36	41	7
sequence_plm_go_ppi	rice	test	meta	0.47712896671136173	6727	71	0.8441558441558442	0.746560760390426	0.9	0.6233766233766234	0.5538461538461539	0.6857142857142857	36	29	48	4
sequence_plm_go_ppi	arabidopsis	validation	meta	0.47712896671136173	6727	71	0.8739837398373984	0.7990498397063718	0.8	0.7642276422764228	0.5245901639344263	0.6336633663366337	32	29	94	8
sequence_plm_go_ppi	arabidopsis	test	meta	0.47712896671136173	6727	71	0.900609756097561	0.7873008269542973	0.85	0.7479674796747967	0.5230769230769231	0.6476190476190476	34	31	92	6
